Scaffold_8918	1257982	1258308	88	326	326	1.0000000
Scaffold_498	372332	373490	27	790	1158	0.6822107
Scaffold_5919	382927	385933	30	1050	3006	0.3493014
Scaffold_4538	267135	269118	28	877	1983	0.4422592
Scaffold_5201	776633	777274	58	508	641	0.7925117
Scaffold_6352	103374	104886	37	743	1512	0.4914021
Scaffold_2341	211703	212737	40	830	1034	0.8027079
Scaffold_109	306898	308714	82	1340	1816	0.7378855
Scaffold_4723	520864	522311	55	1184	1447	0.8182446
Scaffold_1869	570748	571028	37	280	280	1.0000000
Scaffold_8988	341298	341794	63	455	496	0.9173387
Scaffold_4609	534661	535432	61	771	771	1.0000000
Scaffold_9959	258047	258475	40	260	428	0.6074767
Scaffold_4508	464127	464560	60	433	433	1.0000000
Scaffold_2049	916811	917418	82	469	607	0.7726524
Scaffold_1833	140607	140921	62	314	314	1.0000000
Scaffold_1552	743948	744427	267	479	479	1.0000000
Scaffold_5022	895322	895890	115	568	568	1.0000000
Scaffold_783	370578	371487	134	909	909	1.0000000
Scaffold_277	798136	798731	86	595	595	1.0000000
Scaffold_7199	857437	858696	36	628	1259	0.4988086
Scaffold_4428	853603	854060	62	440	457	0.9628009
Scaffold_496	708719	709592	33	555	873	0.6357388
Scaffold_7281	1104253	1105261	116	950	1008	0.9424603
Scaffold_6480	277258	278096	32	651	838	0.7768496
Scaffold_5123	624490	625285	0	0	795	0.0000000
Scaffold_4660	634704	636639	0	0	1935	0.0000000
Scaffold_168	523785	524221	42	436	436	1.0000000
Scaffold_2339	334378	335476	55	809	1098	0.7367942
Scaffold_821	696203	697269	39	506	1066	0.4746717
Scaffold_8241	1348552	1348895	128	343	343	1.0000000
Scaffold_2350	233902	236618	124	1330	2716	0.4896907
Scaffold_9248	1182691	1183369	13	257	678	0.3790560
Scaffold_8682	726172	727433	2	139	1261	0.1102300
Scaffold_354	544447	545137	44	628	690	0.9101449
Scaffold_4443	1020674	1021145	30	451	471	0.9575372
Scaffold_2668	1003164	1004064	120	900	900	1.0000000
Scaffold_4886	204281	205834	15	815	1553	0.5247907
Scaffold_6118	261084	262288	12	470	1204	0.3903655
Scaffold_1014	529365	529888	72	523	523	1.0000000
Scaffold_5029	316069	317123	122	835	1054	0.7922201
Scaffold_2849	853171	853965	153	794	794	1.0000000
Scaffold_6795	714416	715909	73	1232	1493	0.8251842
Scaffold_3171	721096	722500	103	882	1404	0.6282051
Scaffold_7286	1121935	1122633	121	698	698	1.0000000
Scaffold_247	339656	339913	44	257	257	1.0000000
Scaffold_1962	871157	872569	306	1181	1412	0.8364022
Scaffold_5337	18453	19231	164	572	778	0.7352185
Scaffold_3305	323031	323253	0	0	222	0.0000000
Scaffold_159	96765	97229	35	464	464	1.0000000
Scaffold_2533	388262	388918	43	631	656	0.9618902
Scaffold_5204	871475	871874	357	399	399	1.0000000
Scaffold_10274	800491	800879	3	161	388	0.4149485
Scaffold_5481	192067	192457	68	390	390	1.0000000
Scaffold_2231	753204	754534	56	985	1330	0.7406015
Scaffold_97	377739	379017	130	1028	1278	0.8043818
Scaffold_5589	1016169	1016665	59	496	496	1.0000000
Scaffold_4076	1079266	1079990	23	648	724	0.8950276
Scaffold_3446	460452	462176	44	846	1724	0.4907193
Scaffold_8459	477111	477870	24	615	759	0.8102767
Scaffold_3770	16790	17188	18	363	398	0.9120603
Scaffold_4551	394184	394659	68	460	475	0.9684210
Scaffold_7104	1175008	1175310	47	302	302	1.0000000
Scaffold_6880	502404	503381	70	814	977	0.8331627
Scaffold_5253	460928	462031	63	918	1103	0.8322756
Scaffold_7355	443030	443879	46	620	849	0.7302709
Scaffold_3280	74880	75688	40	771	808	0.9542079
Scaffold_4566	241621	243095	32	614	1474	0.4165536
Scaffold_2781	969562	972295	82	1300	2733	0.4756678
Scaffold_7374	262235	262786	1	91	551	0.1651543
Scaffold_4330	980960	982680	97	1280	1720	0.7441860
Scaffold_5839	135747	137183	1	128	1436	0.0891365
Scaffold_1067	53467	53914	75	447	447	1.0000000
Scaffold_6818	1180350	1181414	30	624	1064	0.5864662
Scaffold_8358	1083857	1084621	12	289	764	0.3782723
Scaffold_9764	105167	105639	6	292	472	0.6186441
Scaffold_500	28660	29085	30	418	425	0.9835294
Scaffold_871	100590	101271	18	668	681	0.9809104
Scaffold_978	671846	672910	0	0	1064	0.0000000
Scaffold_8109	522157	523075	76	848	918	0.9237473
Scaffold_6320	814237	814505	212	268	268	1.0000000
Scaffold_1695	488837	490937	126	1491	2100	0.7100000
Scaffold_806	344887	345584	72	656	697	0.9411765
Scaffold_369	342562	343765	72	885	1203	0.7356609
Scaffold_5689	919913	920765	0	0	852	0.0000000
Scaffold_6108	494480	495724	37	502	1244	0.4035370
Scaffold_2856	798033	798357	8	324	324	1.0000000
Scaffold_6581	791425	791744	90	319	319	1.0000000
Scaffold_2215	834124	835332	95	761	1208	0.6299669
Scaffold_7351	511660	512297	16	541	637	0.8492936
Scaffold_1309	715969	716825	44	581	856	0.6787383
Scaffold_7526	733526	734650	49	727	1124	0.6467972
Scaffold_1775	1004482	1006165	74	882	1683	0.5240642
Scaffold_1476	398355	398657	11	146	302	0.4834437
Scaffold_7630	411626	412589	22	887	963	0.9210799
Scaffold_6437	155413	155869	129	456	456	1.0000000
Scaffold_7958	191881	193155	42	824	1274	0.6467818
Scaffold_98	233196	234282	5	433	1086	0.3987109
Scaffold_866	277124	277558	14	430	434	0.9907834
Scaffold_5768	32324	35716	82	840	3392	0.2476415
Scaffold_4054	234739	239322	40	1000	4583	0.2181977
Scaffold_3575	45236	46180	58	821	944	0.8697034
Scaffold_148	84436	85294	74	652	858	0.7599068
Scaffold_7892	302550	303059	64	509	509	1.0000000
Scaffold_2681	58479	59550	54	695	1071	0.6489263
Scaffold_4802	549010	550072	63	627	1062	0.5903955
Scaffold_6592	944678	947681	26	904	3003	0.3010323
Scaffold_1163	612359	612642	39	255	283	0.9010600
Scaffold_3543	476377	479514	57	1405	3137	0.4478801
Scaffold_4212	402766	403248	40	482	482	1.0000000
Scaffold_7857	1290766	1291697	0	0	931	0.0000000
Scaffold_3920	230871	232247	73	1151	1376	0.8364826
Scaffold_3125	532743	533827	26	831	1084	0.7666051
Scaffold_844	90512	92065	34	838	1553	0.5396008
Scaffold_4530	296355	296915	32	560	560	1.0000000
Scaffold_2178	456874	457793	74	718	919	0.7812840
Scaffold_2509	123297	123512	171	215	215	1.0000000
Scaffold_7892	302427	303059	67	632	632	1.0000000
Scaffold_5350	937272	939472	88	1433	2200	0.6513636
Scaffold_8529	169874	170249	91	375	375	1.0000000
Scaffold_1006	968117	968552	85	435	435	1.0000000
Scaffold_7536	6467	6973	442	506	506	1.0000000
Scaffold_1957	830366	830847	43	481	481	1.0000000
Scaffold_7078	997910	998860	30	523	950	0.5505263
Scaffold_4715	838381	839877	34	704	1496	0.4705882
Scaffold_3900	905814	906145	73	331	331	1.0000000
Scaffold_8510	1379574	1379795	13	199	221	0.9004525
Scaffold_877	382897	384321	71	1160	1424	0.8146067
Scaffold_5907	471625	473356	86	935	1731	0.5401502
Scaffold_9781	1281338	1281650	12	312	312	1.0000000
Scaffold_3652	805547	806035	65	488	488	1.0000000
Scaffold_1623	1032901	1033880	102	924	979	0.9438202
Scaffold_2870	73443	75007	61	1079	1564	0.6898977
Scaffold_2037	789008	789408	14	336	400	0.8400000
Scaffold_2910	1060611	1063408	78	1089	2797	0.3893457
Scaffold_5881	286216	286756	34	536	540	0.9925926
Scaffold_2612	177916	178482	35	511	566	0.9028268
Scaffold_2501	273668	273993	46	325	325	1.0000000
Scaffold_8085	146796	147769	99	680	973	0.6988695
Scaffold_6137	953844	954062	19	218	218	1.0000000
Scaffold_7831	40281	41467	79	1139	1186	0.9603710
Scaffold_7951	347091	347479	0	0	388	0.0000000
Scaffold_7936	972486	973195	24	359	709	0.5063469
Scaffold_678	129924	130630	8	463	706	0.6558074
Scaffold_10215	2025264	2025654	5	259	390	0.6641026
Scaffold_2858	309140	310656	89	1309	1516	0.8634565
Scaffold_8545	1376429	1376902	43	473	473	1.0000000
Scaffold_3694	434608	434952	10	303	344	0.8808140
Scaffold_386	104778	106026	8	251	1248	0.2011218
Scaffold_8533	1142211	1142427	76	216	216	1.0000000
Scaffold_5469	420396	420809	14	402	413	0.9733656
Scaffold_5045	333390	335013	38	524	1623	0.3228589
Scaffold_9617	1376592	1377155	12	509	563	0.9040853
Scaffold_5131	500499	500946	38	447	447	1.0000000
Scaffold_9402	1527806	1528536	97	554	730	0.7589041
Scaffold_2612	402632	403782	33	725	1150	0.6304348
Scaffold_733	891061	891551	129	490	490	1.0000000
Scaffold_8442	1359487	1360242	88	755	755	1.0000000
Scaffold_4612	142197	143057	166	860	860	1.0000000
Scaffold_4231	697748	698068	42	311	320	0.9718750
Scaffold_5991	6252	6683	20	431	431	1.0000000
Scaffold_8524	459623	460064	4	271	441	0.6145124
Scaffold_2130	1024312	1024685	21	373	373	1.0000000
Scaffold_6582	1041962	1043567	34	727	1605	0.4529595
Scaffold_7806	205829	207153	2	92	1324	0.0694864
Scaffold_1454	742906	743497	0	0	591	0.0000000
Scaffold_2135	652253	652962	0	0	709	0.0000000
Scaffold_498	796915	798278	20	731	1363	0.5363169
Scaffold_8254	697136	698046	130	910	910	1.0000000
Scaffold_7695	1034362	1034928	0	0	566	0.0000000
Scaffold_2204	57588	57986	0	0	398	0.0000000
Scaffold_5075	942280	942945	80	653	665	0.9819549
Scaffold_1016	110909	111564	14	445	655	0.6793893
Scaffold_7770	145747	146415	18	453	668	0.6781437
Scaffold_1437	206030	206736	3	118	706	0.1671388
Scaffold_6805	1171552	1172244	7	351	692	0.5072255
Scaffold_2450	687223	688854	68	1046	1631	0.6413243
Scaffold_1143	573349	574392	43	606	1043	0.5810163
Scaffold_8269	721770	722197	23	427	427	1.0000000
Scaffold_8909	1561262	1561752	45	490	490	1.0000000
Scaffold_8103	961696	962197	144	477	501	0.9520958
Scaffold_2023	791528	792681	49	784	1153	0.6799653
Scaffold_718	361285	362667	137	1167	1382	0.8444284
Scaffold_5694	634533	635879	16	671	1346	0.4985141
Scaffold_185	819451	820440	70	959	989	0.9696663
Scaffold_7357	1242565	1243877	54	1037	1312	0.7903963
Scaffold_2898	743638	744318	35	564	680	0.8294117
Scaffold_6229	405069	406105	36	886	1036	0.8552123
Scaffold_6420	206616	207535	24	588	919	0.6398259
Scaffold_2770	618987	621003	3	380	2016	0.1884921
Scaffold_7322	407125	408075	2	127	950	0.1336842
Scaffold_6441	76878	77579	38	635	701	0.9058488
Scaffold_7470	769363	769642	13	220	279	0.7885305
Scaffold_3007	778977	780146	33	645	1169	0.5517536
Scaffold_3915	788836	789286	28	450	450	1.0000000
Scaffold_2537	161725	162648	9	330	923	0.3575298
Scaffold_1971	976894	977381	33	487	487	1.0000000
Scaffold_8394	558643	560042	86	1111	1399	0.7941387
Scaffold_6682	999620	1000670	3	309	1050	0.2942857
Scaffold_4716	785687	787991	44	1364	2304	0.5920139
Scaffold_4583	95626	96138	0	0	512	0.0000000
Scaffold_9812	1	524	17	504	523	0.9636711
Scaffold_236	270127	270428	64	301	301	1.0000000
Scaffold_4146	910110	913227	34	878	3117	0.2816811
Scaffold_9748	1274778	1275167	3	64	389	0.1645244
Scaffold_3928	704787	705285	77	498	498	1.0000000
Scaffold_2804	82769	83262	74	493	493	1.0000000
Scaffold_4616	276891	278236	133	1152	1345	0.8565056
Scaffold_5272	397164	397513	34	349	349	1.0000000
Scaffold_5599	166521	167400	49	733	879	0.8339022
Scaffold_3687	872149	874020	141	1032	1871	0.5515767
Scaffold_5314	76454	77845	83	1173	1391	0.8432782
Scaffold_876	440144	440822	69	498	678	0.7345133
Scaffold_8288	204620	205402	65	782	782	1.0000000
Scaffold_1292	638017	638895	48	799	878	0.9100228
Scaffold_3522	279007	279553	85	546	546	1.0000000
Scaffold_369	339458	341709	75	1364	2251	0.6059529
Scaffold_3760	537055	537543	2	302	488	0.6188524
Scaffold_6372	489394	490077	128	683	683	1.0000000
Scaffold_1599	15013	16215	176	940	1202	0.7820299
Scaffold_4881	660190	662871	55	963	2681	0.3591943
Scaffold_7838	15811	16933	0	0	1122	0.0000000
Scaffold_6217	992694	993680	21	603	986	0.6115619
Scaffold_8107	754609	755450	109	698	841	0.8299643
Scaffold_972	612699	613356	102	642	657	0.9771690
Scaffold_5064	713147	713444	61	297	297	1.0000000
Scaffold_405	804948	805490	36	542	542	1.0000000
Scaffold_1609	1042477	1043211	182	734	734	1.0000000
Scaffold_3827	254747	256647	109	1727	1900	0.9089473
Scaffold_3759	415260	415651	19	259	391	0.6624041
Scaffold_3123	648969	650257	22	432	1288	0.3354037
Scaffold_5454	432046	432502	43	456	456	1.0000000
Scaffold_4819	584415	584819	47	404	404	1.0000000
Scaffold_2857	453295	454572	30	819	1277	0.6413469
Scaffold_440	563877	564547	55	431	670	0.6432836
Scaffold_6441	76973	77621	36	540	648	0.8333333
Scaffold_6826	1182394	1182944	25	550	550	1.0000000
Scaffold_4150	674266	674715	38	449	449	1.0000000
Scaffold_8800	700070	701061	2	290	991	0.2926337
Scaffold_5568	994542	995156	2	178	614	0.2899023
Scaffold_6154	70340	70798	103	458	458	1.0000000
Scaffold_3910	559175	560673	4	342	1498	0.2283044
Scaffold_2133	170795	171268	106	473	473	1.0000000
Scaffold_5403	462789	463478	32	584	689	0.8476052
Scaffold_301	384213	386005	62	998	1792	0.5569196
Scaffold_2351	807583	807907	110	324	324	1.0000000
Scaffold_7665	350333	350904	58	471	571	0.8248687
Scaffold_2816	253214	253972	46	485	758	0.6398417
Scaffold_4150	419165	420508	41	532	1343	0.3961281
Scaffold_7317	712116	712440	10	324	324	1.0000000
Scaffold_450	909072	909495	127	423	423	1.0000000
Scaffold_2048	1008416	1010252	70	1004	1836	0.5468410
Scaffold_5151	428912	430524	5	353	1612	0.2189826
Scaffold_452	559099	560174	98	895	1075	0.8325582
Scaffold_1932	159426	161120	405	1058	1694	0.6245573
Scaffold_4020	680601	681986	80	941	1385	0.6794224
Scaffold_2133	162225	163849	29	749	1624	0.4612069
Scaffold_5750	179267	182195	56	1370	2928	0.4678962
Scaffold_2537	816647	817182	55	535	535	1.0000000
Scaffold_3143	1009699	1009927	26	228	228	1.0000000
Scaffold_4489	61521	62441	0	0	920	0.0000000
Scaffold_3890	946779	947121	42	342	342	1.0000000
Scaffold_161	746952	747291	54	339	339	1.0000000
Scaffold_610	80527	81428	40	763	901	0.8468369
Scaffold_3888	208760	209445	33	429	685	0.6262774
Scaffold_6943	469620	471517	78	1412	1897	0.7443331
Scaffold_9270	520450	520792	0	0	342	0.0000000
Scaffold_5834	837127	837455	17	308	328	0.9390244
Scaffold_7881	1070541	1071471	118	782	930	0.8408602
Scaffold_2072	809679	810920	0	0	1241	0.0000000
Scaffold_3090	958525	961375	76	650	2850	0.2280702
Scaffold_5204	871943	872247	192	304	304	1.0000000
Scaffold_7104	583883	584997	75	1012	1114	0.9084381
Scaffold_6805	872269	872774	108	505	505	1.0000000
Scaffold_4289	762330	763239	73	846	909	0.9306931
Scaffold_1305	1001947	1003158	45	930	1211	0.7679604
Scaffold_2015	223210	223505	19	295	295	1.0000000
Scaffold_4678	258850	259435	49	581	585	0.9931624
Scaffold_6122	451071	452206	100	434	1135	0.3823788
Scaffold_3125	605131	607996	0	0	2865	0.0000000
Scaffold_4255	595226	595587	89	361	361	1.0000000
Scaffold_4921	855103	855581	58	478	478	1.0000000
Scaffold_4356	252300	252887	69	587	587	1.0000000
Scaffold_8408	1367673	1369193	27	824	1520	0.5421053
Scaffold_8137	696634	697656	52	673	1022	0.6585127
Scaffold_1428	884959	885415	34	456	456	1.0000000
Scaffold_3141	523728	524050	33	319	322	0.9906833
Scaffold_7328	61125	61797	70	598	672	0.8898810
Scaffold_6137	883812	884413	97	584	601	0.9717138
Scaffold_5952	283420	284010	33	590	590	1.0000000
Scaffold_7400	738113	739519	12	622	1406	0.4423898
Scaffold_6682	998425	999317	10	267	892	0.2993273
Scaffold_8250	1021930	1022745	90	760	815	0.9325153
Scaffold_4451	209350	210233	62	836	883	0.9467724
Scaffold_3879	1056839	1057335	199	496	496	1.0000000
Scaffold_2478	970208	971204	13	645	996	0.6475903
Scaffold_3932	772263	773543	87	918	1280	0.7171875
Scaffold_1480	903400	903658	24	258	258	1.0000000
Scaffold_2104	551044	557039	54	1017	5995	0.1696414
Scaffold_1479	358236	361091	18	793	2855	0.2777583
Scaffold_9062	1171544	1172174	72	630	630	1.0000000
Scaffold_417	738782	740664	34	1207	1882	0.6413390
Scaffold_3679	720881	721573	137	687	692	0.9927745
Scaffold_2953	75072	77165	31	838	2093	0.4003822
Scaffold_3751	34176	37235	135	1126	3059	0.3680941
Scaffold_4824	1017677	1019228	46	763	1551	0.4919407
Scaffold_7580	204931	207212	10	649	2281	0.2845243
Scaffold_2061	50047	51273	0	0	1226	0.0000000
Scaffold_1920	338307	339647	223	1329	1340	0.9917911
Scaffold_7895	608194	608515	39	321	321	1.0000000
Scaffold_881	645662	648847	40	962	3185	0.3020408
Scaffold_4486	895712	896125	5	294	413	0.7118644
Scaffold_134	309206	312051	18	637	2845	0.2239016
Scaffold_1217	457674	462140	81	934	4466	0.2091357
Scaffold_1664	106283	108574	90	632	2291	0.2758621
Scaffold_4008	1056081	1056681	41	492	600	0.8200000
Scaffold_2408	911430	912949	46	703	1519	0.4628045
Scaffold_1581	215745	217619	58	1219	1874	0.6504803
Scaffold_2142	238667	239324	10	236	657	0.3592085
Scaffold_2209	386674	387657	0	0	983	0.0000000
Scaffold_5819	295117	296606	16	723	1489	0.4855608
Scaffold_4685	812901	818555	49	969	5654	0.1713831
Scaffold_3071	566135	568567	62	1255	2432	0.5160362
Scaffold_6009	208981	209633	99	652	652	1.0000000
Scaffold_4559	758732	763133	24	1101	4401	0.2501704
Scaffold_5327	223878	225389	86	857	1511	0.5671741
Scaffold_6779	1095200	1095832	23	572	632	0.9050633
Scaffold_1655	701490	703295	120	1537	1805	0.8515235
Scaffold_5853	599422	600921	42	1085	1499	0.7238159
Scaffold_3916	787007	787755	31	704	748	0.9411765
Scaffold_5058	918000	918569	18	439	569	0.7715290
Scaffold_8028	236162	237621	4	198	1459	0.1357094
Scaffold_6048	163574	165287	26	537	1713	0.3134851
Scaffold_6625	141985	145560	0	0	3575	0.0000000
Scaffold_1155	1032276	1034634	54	893	2358	0.3787108
Scaffold_8313	216218	217067	92	775	849	0.9128386
Scaffold_7919	523882	524352	9	361	470	0.7680851
Scaffold_5338	1097018	1098289	39	674	1271	0.5302911
Scaffold_3275	846823	847134	29	311	311	1.0000000
Scaffold_2197	297395	299069	65	893	1674	0.5334528
Scaffold_880	784083	785494	27	888	1411	0.6293409
Scaffold_426	833968	835797	26	800	1829	0.4373975
Scaffold_2065	1033922	1039050	97	1239	5128	0.2416147
Scaffold_4891	751444	752553	73	955	1109	0.8611361
Scaffold_710	974744	978919	106	1183	4175	0.2833533
Scaffold_6630	370918	371886	25	513	968	0.5299587
Scaffold_2126	1042375	1044450	97	1264	2075	0.6091566
Scaffold_5125	546236	548631	14	264	2395	0.1102296
Scaffold_657	674326	676005	42	1132	1679	0.6742108
Scaffold_6992	1169334	1171217	66	1099	1883	0.5836431
Scaffold_5070	384186	386132	48	389	1946	0.1998972
Scaffold_3695	378468	379594	163	1071	1126	0.9511545
Scaffold_6769	1144514	1145441	0	0	927	0.0000000
Scaffold_2394	342657	343828	16	640	1171	0.5465414
Scaffold_5779	443034	444995	47	565	1961	0.2881183
Scaffold_1169	1023099	1024813	58	998	1714	0.5822637
Scaffold_3864	148702	149587	96	885	885	1.0000000
Scaffold_3558	503364	504930	342	1114	1566	0.7113665
Scaffold_5961	758618	761046	73	1190	2428	0.4901153
Scaffold_7628	485522	486524	60	747	1002	0.7455090
Scaffold_5290	575685	576724	176	1039	1039	1.0000000
Scaffold_2053	998819	1004201	22	593	5382	0.1101821
Scaffold_5999	302135	306108	1	146	3973	0.0367480
Scaffold_2701	171918	174466	70	1033	2548	0.4054160
Scaffold_5320	137369	139989	82	694	2620	0.2648855
Scaffold_2439	93070	95961	67	1660	2891	0.5741958
Scaffold_109	27082	27464	181	382	382	1.0000000
Scaffold_352	669951	671152	138	883	1201	0.7352207
Scaffold_3188	207063	207792	98	721	729	0.9890261
Scaffold_381	298813	299998	105	697	1185	0.5881857
Scaffold_3916	783814	785069	74	833	1255	0.6637450
Scaffold_1618	719080	721681	92	2115	2601	0.8131488
Scaffold_3579	478348	480245	42	1083	1897	0.5709014
Scaffold_883	877885	878710	56	607	825	0.7357576
Scaffold_3350	1068399	1072723	68	1012	4324	0.2340426
Scaffold_4640	310209	312662	1	69	2453	0.0281288
Scaffold_749	84148	88104	74	1671	3956	0.4223964
Scaffold_948	862478	863292	129	795	814	0.9766585
Scaffold_7476	693229	694245	38	774	1016	0.7618110
Scaffold_3402	335278	338721	14	675	3443	0.1960500
Scaffold_7361	548943	549442	0	0	499	0.0000000
Scaffold_6708	948182	949395	57	1129	1213	0.9307502
Scaffold_1609	248819	249584	26	450	765	0.5882353
Scaffold_3297	1039573	1045381	0	0	5808	0.0000000
Scaffold_4618	738612	739797	41	994	1185	0.8388186
Scaffold_1202	17040	18149	26	632	1109	0.5698828
Scaffold_4525	116476	119130	321	1546	2654	0.5825170
Scaffold_40	413701	415652	83	901	1951	0.4618145
Scaffold_6148	414215	418727	38	1287	4512	0.2852394
Scaffold_405	384286	385046	82	618	760	0.8131579
Scaffold_4217	578390	579225	121	760	835	0.9101796
Scaffold_3801	1035495	1037397	107	922	1902	0.4847529
Scaffold_8617	1071061	1072403	0	0	1342	0.0000000
Scaffold_3892	652575	653060	63	427	485	0.8804124
Scaffold_1519	1027669	1030990	53	572	3321	0.1722373
Scaffold_4852	781239	782682	84	930	1443	0.6444907
Scaffold_4428	846798	847894	119	1096	1096	1.0000000
Scaffold_3495	93003	97983	74	979	4980	0.1965863
Scaffold_8442	1359697	1360655	79	830	958	0.8663883
Scaffold_1033	852792	854229	77	960	1437	0.6680585
Scaffold_2479	724922	726304	195	797	1382	0.5767004
Scaffold_6704	875795	879229	10	730	3434	0.2125801
Scaffold_1457	816339	820248	92	1157	3909	0.2959836
Scaffold_958	33947	36810	90	850	2863	0.2968914
Scaffold_9388	1700019	1700460	9	293	441	0.6643991
Scaffold_6759	880409	880810	176	401	401	1.0000000
Scaffold_3295	406082	406718	36	587	636	0.9229560
Scaffold_6212	497495	499193	22	796	1698	0.4687868
Scaffold_1795	70022	77547	0	0	7525	0.0000000
Scaffold_1298	280259	283165	51	1153	2906	0.3967653
Scaffold_7213	360445	362137	106	1299	1692	0.7677305
Scaffold_6578	470452	472271	76	996	1819	0.5475536
Scaffold_7320	246773	247448	104	600	675	0.8888889
Scaffold_4711	671094	672567	56	957	1473	0.6496945
Scaffold_772	97146	102987	205	3574	5841	0.6118816
Scaffold_2159	950486	952578	71	1244	2092	0.5946463
Scaffold_4882	289312	290299	104	612	987	0.6200608
Scaffold_3734	183124	185021	70	980	1897	0.5166051
Scaffold_5781	547691	549882	84	1255	2191	0.5727978
Scaffold_2565	404103	405309	54	972	1206	0.8059701
Scaffold_2435	204984	207808	22	1222	2824	0.4327196
Scaffold_6879	1115649	1116486	79	672	837	0.8028674
Scaffold_4625	65211	66467	10	648	1256	0.5159236
Scaffold_7783	1090686	1092392	121	832	1706	0.4876905
Scaffold_4662	294536	296828	66	1214	2292	0.5296684
Scaffold_4742	833150	834639	0	0	1489	0.0000000
Scaffold_8155	477769	479510	67	812	1741	0.4663986
Scaffold_4611	929349	929831	42	482	482	1.0000000
Scaffold_1705	283346	284175	62	796	829	0.9601930
Scaffold_1854	724332	727151	68	694	2819	0.2461866
Scaffold_2195	709475	712916	58	958	3441	0.2784075
Scaffold_291	494769	504095	96	1227	9326	0.1315677
Scaffold_1392	524379	529371	1	23	4992	0.0046074
Scaffold_4207	129442	130174	22	460	732	0.6284153
Scaffold_7174	502549	503314	22	459	765	0.6000000
Scaffold_3413	660548	661262	86	645	714	0.9033613
Scaffold_1006	614558	615843	34	887	1285	0.6902724
Scaffold_766	822348	823036	127	559	688	0.8125000
Scaffold_1235	309339	311365	74	1226	2026	0.6051333
Scaffold_2580	101356	102370	18	476	1014	0.4694280
Scaffold_226	54624	55521	37	489	897	0.5451505
Scaffold_8005	111868	113096	22	1108	1228	0.9022802
Scaffold_5790	914971	916516	0	0	1545	0.0000000
Scaffold_775	735611	737457	25	638	1846	0.3456121
Scaffold_377	565994	567617	56	1288	1623	0.7935921
Scaffold_2849	137237	138623	16	413	1386	0.2979798
Scaffold_3144	292841	294497	85	1040	1656	0.6280193
Scaffold_5370	90971	92751	37	776	1780	0.4359550
Scaffold_2620	436877	437997	58	922	1120	0.8232143
Scaffold_343	684016	684562	0	0	546	0.0000000
Scaffold_2814	556411	557391	56	961	980	0.9806122
Scaffold_4130	381172	383624	50	1253	2452	0.5110114
Scaffold_5860	236615	237241	36	540	626	0.8626198
Scaffold_77	689119	693248	62	1000	4129	0.2421894
Scaffold_2802	488301	491834	62	1342	3533	0.3798472
Scaffold_8797	134835	135289	70	400	454	0.8810573
Scaffold_9488	704464	705100	39	636	636	1.0000000
Scaffold_4021	829469	831114	71	934	1645	0.5677812
Scaffold_5183	857328	859240	50	985	1912	0.5151674
Scaffold_4128	469499	471144	0	0	1645	0.0000000
Scaffold_5320	182997	183896	41	860	899	0.9566185
Scaffold_6246	461839	463368	100	1012	1529	0.6618705
Scaffold_3875	587454	589548	47	690	2094	0.3295129
Scaffold_4074	55320	57697	54	1253	2377	0.5271350
Scaffold_2760	350543	353689	114	1350	3146	0.4291163
Scaffold_3612	468061	469151	85	861	1090	0.7899082
